id,[Random] First Name,[Random] Last Name,Lead Source,Created Date,Created Month,Became an MQL Date,MQL Month,Opportunity Created Date,Opportunity Month,Closed Date,Closed Month,Account ID,Account Domain,Account Name,Account Country,Account Continent,Opportunity ID,Product,Stage Status,New business booking $,MQL month / year,MQL to OPP date diff,OPP month / year,OPP to CW date diff,Closed month / year
6073,Jennifer,Russell,Signup,06/04/2023,01/04/2023,10/04/2023,04/01/2023,,,,,9410000000000000000,company4482219298.com,Company4482219298,Spain,Europe,,,,0,04/01/2023,,,,
6080,Krystal,Hernandez,Signup,22/04/2023,01/04/2023,14/06/2023,06/01/2023,07/06/2023,07/01/2023,08/01/2023,08/01/2023,10300000000000000000,company7141960272.com,Company7141960272,Slovenia,Europe,opp2027720962,Free,Closed Won,0,06/01/2023,1,07/01/2023,1,08/01/2023
6090,Matthew,Thompson,Events,03/11/2023,01/11/2023,05/11/2023,11/01/2023,11/12/2023,11/01/2023,11/17/23,11/01/2023,3300000000000000000,company1147658233.com,Company1147658233,Gabon,Africa,opp7867754180,Free,Discovery,0,11/01/2023,0,11/01/2023,0,11/01/2023
6092,Kayla,Murphy,Signup,07/02/2023,01/02/2023,12/02/2023,02/01/2023,2/16/23,02/01/2023,,,14300000000000000000,company3061124918.com,Company3061124918,Switzerland,Europe,opp1099167516,Free,Closed Lost,0,02/01/2023,0,02/01/2023,,
6093,George,Schultz,Signup,03/04/2023,01/04/2023,08/04/2023,04/01/2023,,,,,4530000000000000000,company5335255053.com,Company5335255053,Finland,Europe,,,,0,04/01/2023,,,,
6094,Jessica,Norman,Signup,06/03/2023,01/03/2023,22/06/2023,06/01/2023,,,,,274000000000000000,company3750778069.com,Company3750778069,Venezuela,South America,,,,0,06/01/2023,,,,
6095,Hayley,Dawson,Signup,23/12/2023,01/12/2023,25/12/2023,12/01/2023,03/05/2024,03/01/2024,03/01/2024,03/01/2024,16200000000000000000,company5026189331.com,Company5026189331,Poland,Europe,opp2430267661,Professional Monthly,Closed Won,100,12/01/2023,3,03/01/2024,0,03/01/2024
6096,Christina,Day,Request Demo,05/05/2023,01/05/2023,08/05/2023,05/01/2023,,,,,6740000000000000000,company1896185891.com,Company1896185891,Belize,North America,,,,0,05/01/2023,,,,
6097,Katelyn,Williams,Request Demo,04/03/2023,01/03/2023,05/03/2023,03/01/2023,03/08/2023,03/01/2023,,,12200000000000000000,company2106168904.com,Company2106168904,Bosnia and Herzegovina,Europe,opp474067321,Free,Closed Lost,0,03/01/2023,0,03/01/2023,,
6102,Kathryn,Jackson,Request Demo,22/02/2023,01/02/2023,04/06/2023,06/01/2023,06/06/2023,06/01/2023,06/09/2023,06/01/2023,3080000000000000000,company8686606047.com,Company8686606047,Eritrea,Africa,opp6988714356,Enterprise Monthly,Closed Lost,1000,06/01/2023,0,06/01/2023,0,06/01/2023
6105,Trevor,Oconnell,Signup,17/05/2023,01/05/2023,20/05/2023,05/01/2023,,,,,997000000000000000,company2193820333.com,Company2193820333,Singapore,Asia,,,,0,05/01/2023,,,,
6106,Traci,Perez,Request Demo,20/02/2023,01/02/2023,01/06/2023,06/01/2023,,,,,12900000000000000000,company5968315116.com,Company5968315116,Spain,Europe,,,,0,06/01/2023,,,,
6107,Billy,Rogers,Signup,18/03/2023,01/03/2023,23/03/2023,03/01/2023,,,,,9270000000000000000,company9331336102.com,Company9331336102,Guatemala,North America,,,,0,03/01/2023,,,,
6108,Robert,Lewis,Request Demo,14/07/2023,01/07/2023,16/07/2023,07/01/2023,,,,,6570000000000000000,company3256463329.com,Company3256463329,Bahamas,North America,,,,0,07/01/2023,,,,
6110,Devon,Barber,Signup,13/04/2023,01/04/2023,30/07/2023,07/01/2023,,,,,312000000000000000,company7784765513.com,Company7784765513,Romania,Europe,,,,0,07/01/2023,,,,
6114,Paula,Grimes,Signup,25/02/2023,01/02/2023,26/02/2023,02/01/2023,,,,,4270000000000000000,company3460612908.com,Company3460612908,US,North America,,,,0,02/01/2023,,,,
6116,Emily,Coleman,Request Demo,10/12/2023,01/12/2023,13/12/2023,12/01/2023,,,,,12000000000000000000,company7882114134.com,Company7882114134,Austria,Europe,,,,0,12/01/2023,,,,
6121,Courtney,Hicks,Request Demo,30/11/2023,01/11/2023,02/12/2023,12/01/2023,12/05/2023,12/01/2023,,,1890000000000000000,company1554017028.com,Company1554017028,Montenegro,Europe,opp3544938006,Enterprise Monthly,Disqualified,1000,12/01/2023,0,12/01/2023,,
6123,David,Yoder,Gated Content,07/12/2023,01/12/2023,18/12/2023,12/01/2023,,,,,15800000000000000000,company6406785827.com,Company6406785827,Mozambique,Africa,,,,0,12/01/2023,,,,
6125,Raymond,Simmons,Signup,09/04/2023,01/04/2023,14/04/2023,04/01/2023,4/22/23,04/01/2023,,,4400000000000000000,company4438830719.com,Company4438830719,Croatia,Europe,opp1653857502,Business Monthly,Legal,500,04/01/2023,0,04/01/2023,,
6132,David,Cameron,Signup,29/04/2023,01/04/2023,02/05/2023,05/01/2023,,,,,15100000000000000000,company9038915104.com,Company9038915104,Sudan,Africa,,,,0,05/01/2023,,,,
6135,Omar,Collins,Request Demo,23/07/2023,01/07/2023,05/09/2023,09/01/2023,,,,,3930000000000000000,company5398687233.com,Company5398687233,Cyprus,Europe,,,,0,09/01/2023,,,,
6137,Jesse,Spencer,Request Demo,14/08/2023,01/08/2023,16/08/2023,08/01/2023,8/23/23,08/01/2023,,,10100000000000000000,company7799075179.com,Company7799075179,"Korea, South",Asia,opp768097289,Free,Discovery,0,08/01/2023,0,08/01/2023,,
6138,Annette,Wolf,Signup,24/02/2023,01/02/2023,18/04/2023,04/01/2023,5/13/23,05/01/2023,,,18300000000000000000,company6674948896.com,Company6674948896,Uganda,Africa,opp2430557367,Free,Disqualified,0,04/01/2023,1,05/01/2023,,
6139,Adriana,Cruz,Signup,29/06/2023,01/06/2023,03/07/2023,07/01/2023,,,,,6100000000000000000,company6070535646.com,Company6070535646,Canada,North America,,,,0,07/01/2023,,,,
6140,Marcus,Oconnor,Signup,21/12/2023,01/12/2023,25/12/2023,12/01/2023,,,,,12800000000000000000,company6976568133.com,Company6976568133,Estonia,Europe,,,,0,12/01/2023,,,,
6142,Tony,Ramos,Request Demo,13/08/2023,01/08/2023,17/08/2023,08/01/2023,,,,,4690000000000000000,company8662799161.com,Company8662799161,Venezuela,South America,,,,0,08/01/2023,,,,
6144,Brett,Hahn,Signup,01/10/2023,01/10/2023,16/10/2023,10/01/2023,10/23/23,10/01/2023,,,18200000000000000000,company5482779243.com,Company5482779243,Finland,Europe,opp1245113677,Professional Monthly,Discovery,100,10/01/2023,0,10/01/2023,,
6146,Amy,Atkinson,3rd Party Data,19/03/2023,01/03/2023,02/04/2023,04/01/2023,04/05/2023,04/01/2023,,,13700000000000000000,company2257236414.com,Company2257236414,Grenada,North America,opp490786332,Professional Monthly,Discovery,100,04/01/2023,0,04/01/2023,,
6147,Amanda,Ward,Signup,26/06/2023,01/06/2023,29/09/2023,09/01/2023,10/05/2023,10/01/2023,,,15000000000000000000,company6885196977.com,Company6885196977,Ireland,Europe,opp5554799317,Free,Disqualified,0,09/01/2023,1,10/01/2023,,
6148,Jessica,Johns,Signup,08/03/2023,01/03/2023,20/06/2023,06/01/2023,,,,,3540000000000000000,company3771130366.com,Company3771130366,Bahamas,North America,,,,0,06/01/2023,,,,
6151,Corey,Snow,Gated Content,14/08/2023,01/08/2023,27/11/2023,11/01/2023,12/04/2023,12/01/2023,,,9630000000000000000,company5057267879.com,Company5057267879,Costa Rica,North America,opp3439703978,Enterprise Monthly,Negotiation,1000,11/01/2023,1,12/01/2023,,
6153,Jane,Murray,Signup,13/03/2023,01/03/2023,18/05/2023,05/01/2023,,,,,6930000000000000000,company6277506835.com,Company6277506835,Zimbabwe,Africa,,,,0,05/01/2023,,,,
6154,Maurice,Harrison,Signup,20/06/2023,01/06/2023,07/08/2023,08/01/2023,,,,,13600000000000000000,company6600555170.com,Company6600555170,Azerbaijan,Europe,,,,0,08/01/2023,,,,
6156,Sharon,Floyd,Request Demo,27/04/2023,01/04/2023,02/05/2023,05/01/2023,,,,,2140000000000000000,company3029544546.com,Company3029544546,El Salvador,North America,,,,0,05/01/2023,,,,
6161,Mark,Cross,Signup,19/10/2023,01/10/2023,23/10/2023,10/01/2023,,,,,14700000000000000000,company3732727727.com,Company3732727727,San Marino,Europe,,,,0,10/01/2023,,,,
6163,Karina,Young,Signup,23/06/2023,01/06/2023,25/06/2023,06/01/2023,,,,,7850000000000000000,company8062057756.com,Company8062057756,Montenegro,Europe,,,,0,06/01/2023,,,,
6164,Emily,Harris,Request Demo,16/01/2023,01/01/2023,03/05/2023,05/01/2023,,,,,4230000000000000000,company1839415751.com,Company1839415751,Dominican Republic,North America,,,,0,05/01/2023,,,,
6165,Bobby,Williams,Request Demo,08/09/2023,01/09/2023,12/09/2023,09/01/2023,,,,,16800000000000000000,company3740156886.com,Company3740156886,Barbados,North America,,,,0,09/01/2023,,,,
6166,Brian,Dickson,Request Demo,08/10/2023,01/10/2023,12/10/2023,10/01/2023,,,,,5220000000000000000,company5278295637.com,Company5278295637,Norway,Europe,,,,0,10/01/2023,,,,
6167,Tammy,Jimenez,Request Demo,19/08/2023,01/08/2023,21/08/2023,08/01/2023,8/26/23,08/01/2023,10/24/23,10/01/2023,13700000000000000000,company5982967042.com,Company5982967042,Eritrea,Africa,opp610591676,Professional Monthly,Closed Won,100,08/01/2023,0,08/01/2023,2,10/01/2023
6170,Scott,Page,Signup,23/10/2023,01/10/2023,24/10/2023,10/01/2023,10/26/23,10/01/2023,,,9350000000000000000,company8781555990.com,Company8781555990,Switzerland,Europe,opp9725350772,Professional Monthly,Negotiation,100,10/01/2023,0,10/01/2023,,
6171,Autumn,Huynh,Signup,23/06/2023,01/06/2023,27/06/2023,06/01/2023,07/01/2023,07/01/2023,,,9710000000000000000,company7204796564.com,Company7204796564,Vanuatu,Oceania,opp4213492813,Free,Contract Signed,0,06/01/2023,1,07/01/2023,,
6177,Todd,Jefferson,Request Demo,30/10/2023,01/10/2023,03/11/2023,11/01/2023,11/22/23,11/01/2023,,,4330000000000000000,company6105622953.com,Company6105622953,Barbados,North America,opp3512513459,Free,Closed Lost,0,11/01/2023,0,11/01/2023,,
6178,John,Warren,Signup,05/11/2023,01/11/2023,08/11/2023,11/01/2023,,,,,15600000000000000000,company7814258599.com,Company7814258599,Sao Tome and Principe,Africa,,,,0,11/01/2023,,,,
6180,Michael,Peterson,Signup,21/02/2023,01/02/2023,24/02/2023,02/01/2023,,,,,3870000000000000000,company1744993804.com,Company1744993804,Vatican City,Europe,,,,0,02/01/2023,,,,
6181,Brenda,Roberts,Request Demo,27/05/2023,01/05/2023,27/06/2023,06/01/2023,6/30/23,06/01/2023,,,5920000000000000000,company2924944401.com,Company2924944401,Dominica,North America,opp4241534399,Free,Legal,0,06/01/2023,0,06/01/2023,,
6182,Ryan,Atkinson,Gated Content,24/05/2023,01/05/2023,04/06/2023,06/01/2023,6/16/23,06/01/2023,6/26/23,06/01/2023,4930000000000000000,company1062080718.com,Company1062080718,Mongolia,Asia,opp4085601198,Professional Monthly,Discovery,100,06/01/2023,0,06/01/2023,0,06/01/2023
6188,Rachel,Camacho,Request Demo,17/11/2023,01/11/2023,20/11/2023,11/01/2023,,,,,6500000000000000000,company5024699339.com,Company5024699339,Sudan,Africa,,,,0,11/01/2023,,,,
6193,Christopher,Hendricks,Signup,06/05/2023,01/05/2023,30/08/2023,08/01/2023,09/04/2023,09/01/2023,09/01/2023,09/01/2023,788000000000000000,company4075080839.com,Company4075080839,Poland,Europe,opp5207107649,Free,Closed Won,0,08/01/2023,1,09/01/2023,0,09/01/2023
6197,Rhonda,Owen,Signup,06/10/2023,01/10/2023,08/10/2023,10/01/2023,10/14/23,10/01/2023,11/01/2023,11/01/2023,2570000000000000000,company9798914452.com,Company9798914452,Haiti,North America,opp5874823760,Free,Closed Won,0,10/01/2023,0,10/01/2023,1,11/01/2023
6198,Benjamin,Adkins,Request Demo,23/09/2023,01/09/2023,20/11/2023,11/01/2023,,,,,3360000000000000000,company5446500850.com,Company5446500850,Jamaica,North America,,,,0,11/01/2023,,,,
6199,Brian,Flores,3rd Party Data,03/12/2023,01/12/2023,12/12/2023,12/01/2023,,,,,3890000000000000000,company8810713117.com,Company8810713117,Serbia,Europe,,,,0,12/01/2023,,,,
6200,Travis,Hancock,Request Demo,09/03/2023,01/03/2023,19/06/2023,06/01/2023,,,,,8740000000000000000,company8676991679.com,Company8676991679,Dominican Republic,North America,,,,0,06/01/2023,,,,
6202,Carol,Lloyd,Signup,28/02/2023,01/02/2023,02/03/2023,03/01/2023,03/07/2023,03/01/2023,03/11/2023,03/01/2023,15000000000000000000,company6992123094.com,Company6992123094,Slovenia,Europe,opp8130402329,Business Monthly,Legal,500,03/01/2023,0,03/01/2023,0,03/01/2023
6204,Elizabeth,Williams,Request Demo,23/09/2023,01/09/2023,28/09/2023,09/01/2023,,,,,12200000000000000000,company7543271607.com,Company7543271607,Singapore,Asia,,,,0,09/01/2023,,,,
6205,Douglas,Poole,Request Demo,03/06/2023,01/06/2023,08/06/2023,06/01/2023,,,,,14000000000000000000,company5837908166.com,Company5837908166,Belgium,Europe,,,,0,06/01/2023,,,,
6206,Nicholas,Huffman,Signup,10/11/2023,01/11/2023,12/11/2023,11/01/2023,,,,,16700000000000000000,company9109764229.com,Company9109764229,Lebanon,Asia,,,,0,11/01/2023,,,,
6207,Madison,Miles,3rd Party Data,06/12/2023,01/12/2023,08/12/2023,12/01/2023,,,,,3720000000000000000,company2876575923.com,Company2876575923,Serbia,Europe,,,,0,12/01/2023,,,,
6208,Karen,Cox,Signup,08/11/2023,01/11/2023,09/11/2023,11/01/2023,,,,,13300000000000000000,company3422692451.com,Company3422692451,Trinidad and Tobago,North America,,,,0,11/01/2023,,,,
6209,Cheryl,Hopkins,Signup,15/07/2023,01/07/2023,29/09/2023,09/01/2023,,,,,1190000000000000000,company141125276.com,Company141125276,Fiji,Oceania,,,,0,09/01/2023,,,,
6210,Emily,Thomas,Gated Content,11/09/2023,01/09/2023,30/12/2023,12/01/2023,12/31/23,12/01/2023,,,16900000000000000000,company787267779.com,Company787267779,Belgium,Europe,opp298099828,Free,Negotiation,0,12/01/2023,0,12/01/2023,,
6212,David,Mays,Request Demo,11/11/2023,01/11/2023,20/12/2023,12/01/2023,,,,,4110000000000000000,company5423942577.com,Company5423942577,El Salvador,North America,,,,0,12/01/2023,,,,
6218,Elizabeth,Schwartz,Request Demo,13/08/2023,01/08/2023,18/08/2023,08/01/2023,09/07/2023,09/01/2023,,,3480000000000000000,company6166544389.com,Company6166544389,Swaziland,Africa,opp2236806272,Professional Monthly,Negotiation,100,08/01/2023,1,09/01/2023,,
6220,Rebecca,Bailey,Request Demo,14/10/2023,01/10/2023,17/10/2023,10/01/2023,11/26/23,11/01/2023,02/01/2024,02/01/2024,17600000000000000000,company9366153296.com,Company9366153296,Estonia,Europe,opp7754705083,Enterprise Monthly,Closed Won,1000,10/01/2023,1,11/01/2023,3,02/01/2024
6224,Debra,Moore,Request Demo,18/05/2023,01/05/2023,22/05/2023,05/01/2023,,,,,7720000000000000000,company2462172396.com,Company2462172396,Mexico,North America,,,,0,05/01/2023,,,,
6225,Joseph,Hunt,Request Demo,05/08/2023,01/08/2023,22/08/2023,08/01/2023,09/08/2023,09/01/2023,,,486000000000000000,company9367969235.com,Company9367969235,Micronesia,Oceania,opp87502498,Business Monthly,Negotiation,500,08/01/2023,1,09/01/2023,,
6227,Tammy,Robinson,Request Demo,17/09/2023,01/09/2023,06/12/2023,12/01/2023,,,,,5580000000000000000,company9693565840.com,Company9693565840,Armenia,Europe,,,,0,12/01/2023,,,,
6233,Morgan,Anderson,Request Demo,08/10/2023,01/10/2023,12/10/2023,10/01/2023,10/19/23,10/01/2023,12/06/2023,12/01/2023,12400000000000000000,company3684088897.com,Company3684088897,Suriname,South America,opp8504761387,Professional Monthly,Closed Won,100,10/01/2023,0,10/01/2023,2,12/01/2023
6234,Devin,Floyd,Request Demo,06/05/2023,01/05/2023,11/06/2023,06/01/2023,6/13/23,06/01/2023,,,5710000000000000000,company9712836475.com,Company9712836475,Switzerland,Europe,opp5681988922,Enterprise Monthly,Disqualified,1000,06/01/2023,0,06/01/2023,,
6235,Jeremy,Austin,Signup,05/11/2023,01/11/2023,07/11/2023,11/01/2023,,,,,16600000000000000000,company879175226.com,Company879175226,Lithuania,Europe,,,,0,11/01/2023,,,,
6247,James,Ramirez,Signup,04/06/2023,01/06/2023,01/10/2023,10/01/2023,12/05/2023,12/01/2023,02/01/2024,02/01/2024,795000000000000000,company8559353893.com,Company8559353893,Italy,Europe,opp1068096357,Free,Closed Won,0,10/01/2023,2,12/01/2023,2,02/01/2024
6252,Maria,Davis,Signup,24/03/2023,01/03/2023,25/03/2023,03/01/2023,,,,,2300000000000000000,company539571073.com,Company539571073,El Salvador,North America,,,,0,03/01/2023,,,,
6254,Sarah,Campbell,Signup,25/02/2023,01/02/2023,10/03/2023,03/01/2023,,,,,12900000000000000000,company7803151372.com,Company7803151372,Sweden,Europe,,,,0,03/01/2023,,,,
6259,Cheyenne,Wall,Request Demo,20/02/2023,01/02/2023,27/02/2023,02/01/2023,,,,,12000000000000000000,company3887628308.com,Company3887628308,Hungary,Europe,,,,0,02/01/2023,,,,
6260,Dustin,Nichols,Signup,07/07/2023,01/07/2023,27/09/2023,09/01/2023,,,,,10000000000000000000,company6436265220.com,Company6436265220,Latvia,Europe,,,,0,09/01/2023,,,,
6261,George,Taylor,Request Demo,07/09/2023,01/09/2023,11/09/2023,09/01/2023,9/13/23,09/01/2023,9/19/23,09/01/2023,15700000000000000000,company7366138721.com,Company7366138721,Colombia,South America,opp9107509488,Professional Monthly,Disqualified,100,09/01/2023,0,09/01/2023,0,09/01/2023
6266,Sabrina,Mcmillan,Request Demo,15/12/2023,01/12/2023,19/12/2023,12/01/2023,,,,,16100000000000000000,company6053102594.com,Company6053102594,Nicaragua,North America,,,,0,12/01/2023,,,,
6269,Bryan,Ward,Signup,15/01/2023,01/01/2023,18/01/2023,01/01/2023,,,,,3290000000000000000,company3687822681.com,Company3687822681,Iceland,Europe,,,,0,01/01/2023,,,,
6271,Amy,Webb,Request Demo,30/04/2023,01/04/2023,26/05/2023,05/01/2023,,,,,16100000000000000000,company6584496681.com,Company6584496681,Haiti,North America,,,,0,05/01/2023,,,,
6272,Danielle,Kennedy,3rd Party Data,27/01/2023,01/01/2023,10/02/2023,02/01/2023,,,,,11400000000000000000,company9725056787.com,Company9725056787,Latvia,Europe,,,,0,02/01/2023,,,,
6274,Nicholas,James,Gated Content,01/02/2023,01/02/2023,16/02/2023,02/01/2023,,,,,13600000000000000000,company8129759358.com,Company8129759358,Kuwait,Asia,,,,0,02/01/2023,,,,
6278,Patricia,Wright,Signup,07/02/2023,01/02/2023,12/02/2023,02/01/2023,,,,,14700000000000000000,company4689939376.com,Company4689939376,San Marino,Europe,,,,0,02/01/2023,,,,
6279,David,Howard,Signup,04/02/2023,01/02/2023,08/02/2023,02/01/2023,03/08/2023,03/01/2023,,,14300000000000000000,company9362106269.com,Company9362106269,Slovenia,Europe,opp4456307834,Free,Disqualified,0,02/01/2023,1,03/01/2023,,
6280,Amy,Berry,3rd Party Data,11/01/2023,01/01/2023,31/01/2023,01/01/2023,2/14/23,02/01/2023,,,16900000000000000000,company3783776723.com,Company3783776723,Belarus,Europe,opp7876970619,Professional Monthly,Closed Lost,100,01/01/2023,1,02/01/2023,,
6286,Jenny,Kramer,Signup,07/01/2023,01/01/2023,11/01/2023,01/01/2023,02/04/2023,02/01/2023,03/01/2023,03/01/2023,15700000000000000000,company4601224047.com,Company4601224047,Bulgaria,Europe,opp3444089356,Free,Closed Won,0,01/01/2023,1,02/01/2023,1,03/01/2023
6287,Meghan,Pacheco,Gated Content,02/10/2023,01/10/2023,03/10/2023,10/01/2023,10/09/2023,10/01/2023,10/22/23,10/01/2023,9340000000000000000,company9765882477.com,Company9765882477,Canada,North America,opp6252935670,Free,Closed Won,0,10/01/2023,0,10/01/2023,0,10/01/2023
6290,Danielle,Williams,Request Demo,10/04/2023,01/04/2023,12/04/2023,04/01/2023,,,,,4880000000000000000,company4793509828.com,Company4793509828,Italy,Europe,,,,0,04/01/2023,,,,
6291,Megan,Lopez,Request Demo,07/05/2023,01/05/2023,03/06/2023,06/01/2023,06/04/2023,06/01/2023,,,18100000000000000000,company3662467632.com,Company3662467632,Albania,Europe,opp518210084,Free,Closed Lost,0,06/01/2023,0,06/01/2023,,
6293,Brittany,Mendez,Request Demo,24/04/2023,01/04/2023,26/04/2023,04/01/2023,,,,,5950000000000000000,company5301560721.com,Company5301560721,Panama,North America,,,,0,04/01/2023,,,,
6306,Carmen,Davidson,Request Demo,06/11/2023,01/11/2023,08/11/2023,11/01/2023,11/10/2023,11/01/2023,,,13700000000000000000,company4952334609.com,Company4952334609,Belgium,Europe,opp1283152033,Free,Disqualified,0,11/01/2023,0,11/01/2023,,
6311,Kathy,Robinson,Signup,10/08/2023,01/08/2023,16/10/2023,10/01/2023,,,,,5520000000000000000,company213607303.com,Company213607303,Poland,Europe,,,,0,10/01/2023,,,,
6312,Angela,Merritt,Request Demo,07/01/2023,01/01/2023,15/04/2023,04/01/2023,4/28/23,04/01/2023,05/03/2023,05/01/2023,10800000000000000000,company37633958.com,Company37633958,Nicaragua,North America,opp9909557047,Free,Disqualified,0,04/01/2023,0,04/01/2023,1,05/01/2023
6314,Jason,Gregory,Signup,29/10/2023,01/10/2023,02/11/2023,11/01/2023,,,,,14300000000000000000,company8196353382.com,Company8196353382,East Timor,Asia,,,,0,11/01/2023,,,,
6315,Rachel,Moran,Events,02/07/2023,01/07/2023,11/07/2023,07/01/2023,7/15/23,07/01/2023,7/16/23,07/01/2023,18200000000000000000,company2656287236.com,Company2656287236,Belize,North America,opp3863878707,Professional Monthly,Closed Lost,100,07/01/2023,0,07/01/2023,0,07/01/2023
6317,Joshua,Mcguire,Request Demo,08/12/2023,01/12/2023,10/12/2023,12/01/2023,12/15/23,12/01/2023,,,772000000000000000,company3966320884.com,Company3966320884,Gabon,Africa,opp7497017133,Free,Discovery,0,12/01/2023,0,12/01/2023,,
6318,Tammy,Davis,Request Demo,28/01/2023,01/01/2023,01/02/2023,02/01/2023,02/08/2023,02/01/2023,02/01/2023,02/01/2023,1870000000000000000,company1765043680.com,Company1765043680,El Salvador,North America,opp8509206840,Free,Closed Won,0,02/01/2023,0,02/01/2023,0,02/01/2023
6319,Anthony,Davis,Signup,11/03/2023,01/03/2023,12/03/2023,03/01/2023,3/19/23,03/01/2023,05/03/2023,05/01/2023,12700000000000000000,company429420428.com,Company429420428,Belize,North America,opp3359789626,Free,Closed Won,0,03/01/2023,0,03/01/2023,2,05/01/2023
6321,Darlene,Sanders,Signup,18/02/2023,01/02/2023,20/04/2023,04/01/2023,4/26/23,04/01/2023,,,11400000000000000000,company2720740934.com,Company2720740934,Iceland,Europe,opp989707133,Free,Disqualified,0,04/01/2023,0,04/01/2023,,
6322,Brittany,Bridges,Signup,16/10/2023,01/10/2023,25/11/2023,11/01/2023,12/22/23,12/01/2023,12/24/23,12/01/2023,2850000000000000000,company7052233132.com,Company7052233132,El Salvador,North America,opp9456674631,Business Monthly,Negotiation,500,11/01/2023,1,12/01/2023,0,12/01/2023
6323,Jennifer,Bowers,Signup,03/06/2023,01/06/2023,15/06/2023,06/01/2023,6/19/23,06/01/2023,,,14600000000000000000,company9912998786.com,Company9912998786,Liechtenstein,Europe,opp2781802524,Business Monthly,Legal,500,06/01/2023,0,06/01/2023,,
6329,James,Blanchard,Request Demo,20/08/2023,01/08/2023,10/12/2023,12/01/2023,,,,,870000000000000000,company1267677709.com,Company1267677709,Trinidad and Tobago,North America,,,,0,12/01/2023,,,,
6330,Cheryl,Bender,Request Demo,01/06/2023,01/06/2023,28/08/2023,08/01/2023,8/30/23,08/01/2023,,,669000000000000000,company2127838496.com,Company2127838496,Turkmenistan,Asia,opp2183259927,Professional Monthly,Negotiation,100,08/01/2023,0,08/01/2023,,
6335,Jennifer,Andrews,Signup,13/08/2023,01/08/2023,16/08/2023,08/01/2023,,,,,18200000000000000000,company8038941907.com,Company8038941907,Mali,Africa,,,,0,08/01/2023,,,,
6338,Susan,Baldwin,Signup,23/01/2023,01/01/2023,04/04/2023,04/01/2023,04/10/2023,04/01/2023,,,14200000000000000000,company1199115301.com,Company1199115301,Montenegro,Europe,opp2605695068,Free,Contract Signed,0,04/01/2023,0,04/01/2023,,
6339,Bradley,Jackson,Request Demo,01/05/2023,01/05/2023,04/05/2023,05/01/2023,,,,,17700000000000000000,company2498395578.com,Company2498395578,Jamaica,North America,,,,0,05/01/2023,,,,
6340,Sheryl,Willis,Request Demo,19/09/2023,01/09/2023,01/10/2023,10/01/2023,,,,,1880000000000000000,company706062361.com,Company706062361,US,North America,,,,0,10/01/2023,,,,
6343,Erika,Black,Request Demo,10/11/2023,01/11/2023,27/12/2023,12/01/2023,1/15/24,01/01/2024,,,12800000000000000000,company1729269899.com,Company1729269899,Panama,North America,opp6473840206,Free,Legal,0,12/01/2023,1,01/01/2024,,
6345,Timothy,Tran,Request Demo,18/02/2023,01/02/2023,24/03/2023,03/01/2023,,,,,12400000000000000000,company7233205785.com,Company7233205785,Zambia,Africa,,,,0,03/01/2023,,,,
6347,Paul,Crane,Signup,19/06/2023,01/06/2023,18/09/2023,09/01/2023,9/23/23,09/01/2023,10/01/2023,10/01/2023,11800000000000000000,company81187551.com,Company81187551,Belarus,Europe,opp4083629303,Free,Closed Won,0,09/01/2023,0,09/01/2023,1,10/01/2023
6349,Joseph,Martinez,Signup,29/03/2023,01/03/2023,10/04/2023,04/01/2023,4/25/23,04/01/2023,05/01/2023,05/01/2023,9140000000000000000,company9858876872.com,Company9858876872,Canada,North America,opp384510520,Professional Monthly,Closed Won,100,04/01/2023,0,04/01/2023,1,05/01/2023
6350,Travis,Johnson,Signup,09/10/2023,01/10/2023,14/10/2023,10/01/2023,11/13/23,11/01/2023,11/15/23,11/01/2023,4470000000000000000,company5889133050.com,Company5889133050,Honduras,North America,opp5874593744,Free,Negotiation,0,10/01/2023,1,11/01/2023,0,11/01/2023
6358,Kathy,Cannon,Request Demo,13/04/2023,01/04/2023,16/04/2023,04/01/2023,4/28/23,04/01/2023,,,13600000000000000000,company7025268518.com,Company7025268518,"Congo, Democratic Republic of",Africa,opp9331246144,Professional Monthly,Legal,100,04/01/2023,0,04/01/2023,,
6361,Jessica,Martin,Signup,12/11/2023,01/11/2023,15/11/2023,11/01/2023,,,,,13600000000000000000,company5353447673.com,Company5353447673,El Salvador,North America,,,,0,11/01/2023,,,,
6365,Linda,Roberts,Signup,13/07/2023,01/07/2023,16/07/2023,07/01/2023,7/23/23,07/01/2023,10/20/23,10/01/2023,681000000000000000,company15731743.com,Company15731743,Belgium,Europe,opp1954048379,Professional Monthly,Closed Won,100,07/01/2023,0,07/01/2023,3,10/01/2023
6370,Donald,Johnson,Signup,06/03/2023,01/03/2023,10/03/2023,03/01/2023,3/16/23,03/01/2023,,,16400000000000000000,company6583942027.com,Company6583942027,Mexico,North America,opp563921889,Professional Monthly,Legal,100,03/01/2023,0,03/01/2023,,
6372,Allen,Allen,Request Demo,27/10/2023,01/10/2023,01/11/2023,11/01/2023,11/20/23,11/01/2023,01/12/2024,01/01/2024,13900000000000000000,company3190133721.com,Company3190133721,Monaco,Europe,opp6135349173,Business Monthly,Closed Won,500,11/01/2023,0,11/01/2023,2,01/01/2024
6375,Nancy,Bailey,Request Demo,13/08/2023,01/08/2023,17/08/2023,08/01/2023,,,,,839000000000000000,company8856330489.com,Company8856330489,Slovakia,Europe,,,,0,08/01/2023,,,,
